break_id,account_id,break_text
BRKda7be664,B004100,FX mismatch between custodian and OMS for WMT on 2025-07-23; expected 652 got 196.
BRKfc245d2d,B004438,"Settlement fail on VNQ; reason: SSI rejected, requires updated BIC/SWIFT."
BRKde24c118,B003677,"Trade not affirmed by counterparty; venue NYSE, orderId 3eb0ed43, partial fill discrepancy."
BRKbba6d199,B004170,Instrument mapping issue: ISIN/SEDOL mismatch for GOOGL; refer static data.
BRK3c6d57ba,B003729,Instrument mapping issue: ISIN/SEDOL mismatch for JNJ; refer static data.
BRKd8668608,B003028,"Trade not affirmed by counterparty; venue EUREX, orderId 8d064cf9, partial fill discrepancy."
BRK1791ef63,B003450,FX mismatch between custodian and OMS for LULU on 2025-08-05; expected 298 got 922.
BRK39037654,B003934,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK82504ce5,B003381,Instrument mapping issue: ISIN/SEDOL mismatch for NVDA; refer static data.
BRK1dac6ddb,B003095,Instrument mapping issue: ISIN/SEDOL mismatch for XOM; refer static data.
BRKcbf131c6,B003017,Corporate action cash dividend missing for ASML; record date 2025-03-15.
BRK558ed7bb,B004066,Price variance over tolerance for HD; OMS 330.95 vs custodian 334.0.
BRKe508e46a,B004423,FX mismatch between custodian and OMS for SPY on 2025-08-07; expected 939 got 460.
BRKf6519abf,B003186,Corporate action cash dividend missing for COST; record date 2025-06-12.
BRK7720f94a,B003012,Instrument mapping issue: ISIN/SEDOL mismatch for HD; refer static data.
BRK1aea79d6,B003202,Corporate action cash dividend missing for QQQ; record date 2025-04-06.
BRKcc1f3f1b,B003254,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKde27a21b,B004158,"Trade not affirmed by counterparty; venue BATS, orderId 5711349a, partial fill discrepancy."
BRKfb52e78c,B003894,Duplicate booking suspected for UNH; two fills with same timestamp.
BRK5de444b3,B003167,Duplicate booking suspected for GLD; two fills with same timestamp.
BRK34f21af4,B004413,"Trade not affirmed by counterparty; venue BATS, orderId bf73c679, partial fill discrepancy."
BRK5673207d,B003091,Duplicate booking suspected for EEM; two fills with same timestamp.
BRK9dc8ae9c,B004095,"Settlement fail on BND; reason: SSI rejected, requires updated BIC/SWIFT."
BRKbb7067d2,B004246,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK052da1df,B003565,FX mismatch between custodian and OMS for DIS on 2025-06-21; expected 683 got 103.
BRK768e0aac,B003282,Corporate action cash dividend missing for MA; record date 2025-05-09.
BRKcce82cca,B004128,Price variance over tolerance for UNH; OMS 385.19 vs custodian 382.21.
BRK79431d08,B003277,FX mismatch between custodian and OMS for IWM on 2025-07-31; expected 268 got 95.
BRK8fe3a4e2,B003570,"Settlement fail on VZ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK5a969e5f,B003224,Duplicate booking suspected for META; two fills with same timestamp.
BRKf48ffdf4,B004435,Corporate action cash dividend missing for AAPL; record date 2025-03-20.
BRK9fe446c8,B003261,"Settlement fail on GOOGL; reason: SSI rejected, requires updated BIC/SWIFT."
BRKc7510484,B003448,Corporate action cash dividend missing for TXN; record date 2025-08-06.
BRK43ae8e15,B003735,"Trade not affirmed by counterparty; venue NASDAQ, orderId 983b378a, partial fill discrepancy."
BRK5259ca84,B003084,"Trade not affirmed by counterparty; venue NYSE, orderId 338dd0cd, partial fill discrepancy."
BRK03591627,B003833,"Settlement fail on WMT; reason: SSI rejected, requires updated BIC/SWIFT."
BRK7c60c153,B003705,"Settlement fail on EEM; reason: SSI rejected, requires updated BIC/SWIFT."
BRK613ac6e9,B003935,Instrument mapping issue: ISIN/SEDOL mismatch for NKE; refer static data.
BRK05b76a5e,B004251,Corporate action cash dividend missing for SHOP; record date 2025-07-13.
BRK083b021b,B004334,"Trade not affirmed by counterparty; venue NYSE, orderId 2cf67611, partial fill discrepancy."
BRK974212c1,B003961,FX mismatch between custodian and OMS for KO on 2025-06-04; expected 891 got 972.
BRK5a1a4a76,B004192,"Settlement fail on SLV; reason: SSI rejected, requires updated BIC/SWIFT."
BRKdd15b30a,B003539,Price variance over tolerance for JNJ; OMS 324.08 vs custodian 317.83.
BRK5829b4e2,B003802,"Trade not affirmed by counterparty; venue NASDAQ, orderId 46ce000d, partial fill discrepancy."
BRK9824cc93,B003242,FX mismatch between custodian and OMS for AVGO on 2025-05-07; expected 523 got 62.
BRK360833a5,B003831,Instrument mapping issue: ISIN/SEDOL mismatch for UBER; refer static data.
BRK85644619,B003943,Instrument mapping issue: ISIN/SEDOL mismatch for BND; refer static data.
BRK2c84ebce,B003313,Instrument mapping issue: ISIN/SEDOL mismatch for NVDA; refer static data.
BRKfc07263a,B003620,Price variance over tolerance for PYPL; OMS 387.96 vs custodian 399.66.
BRKdc3b2473,B003903,"Settlement fail on CRM; reason: SSI rejected, requires updated BIC/SWIFT."
BRKaf2ccee5,B003386,Instrument mapping issue: ISIN/SEDOL mismatch for EEM; refer static data.
BRK47883b3d,B004325,Corporate action cash dividend missing for SPY; record date 2025-06-04.
BRK11303478,B003345,Instrument mapping issue: ISIN/SEDOL mismatch for NFLX; refer static data.
BRKb98ada96,B003181,Price variance over tolerance for PFE; OMS 434.15 vs custodian 443.69.
BRK1c7a2b52,B004362,Duplicate booking suspected for JPM; two fills with same timestamp.
BRK97d465dd,B003207,FX mismatch between custodian and OMS for TLT on 2025-04-30; expected 556 got 757.
BRK3fdb0a7c,B004216,"Trade not affirmed by counterparty; venue EUREX, orderId 71986c80, partial fill discrepancy."
BRKb3085f7a,B003302,Price variance over tolerance for VOO; OMS 168.66 vs custodian 170.85.
BRK9d4acb72,B004347,Instrument mapping issue: ISIN/SEDOL mismatch for SPY; refer static data.
BRK9c08d7e6,B004146,Corporate action cash dividend missing for DIS; record date 2025-07-09.
BRK148b421d,B003943,FX mismatch between custodian and OMS for HD on 2025-06-07; expected 383 got 549.
BRKc042edb6,B003460,"Settlement fail on JNJ; reason: SSI rejected, requires updated BIC/SWIFT."
BRKce670c2b,B004412,"Trade not affirmed by counterparty; venue LSE, orderId 8eb926ee, partial fill discrepancy."
BRK5ea63e0e,B004369,Instrument mapping issue: ISIN/SEDOL mismatch for ABNB; refer static data.
BRKdfd99961,B003757,Instrument mapping issue: ISIN/SEDOL mismatch for AMAT; refer static data.
BRK6bb7aecd,B004382,Duplicate booking suspected for BAC; two fills with same timestamp.
BRKac6a4d8d,B004201,Duplicate booking suspected for EEM; two fills with same timestamp.
BRK709f3e58,B003491,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK5500d517,B003791,Instrument mapping issue: ISIN/SEDOL mismatch for SHEL; refer static data.
BRK65219518,B003882,Corporate action cash dividend missing for UNH; record date 2025-06-29.
BRK2a705639,B003584,FX mismatch between custodian and OMS for ADBE on 2025-09-03; expected 596 got 345.
BRK44ed72c6,B003627,Duplicate booking suspected for ORCL; two fills with same timestamp.
BRKf63a165a,B004220,Duplicate booking suspected for V; two fills with same timestamp.
BRK3367a98a,B003618,Corporate action cash dividend missing for TXN; record date 2025-05-17.
BRK52438cae,B003027,Corporate action cash dividend missing for NKE; record date 2025-06-30.
BRK7df0c67a,B003243,Instrument mapping issue: ISIN/SEDOL mismatch for BAC; refer static data.
BRK59c5930e,B003107,"Settlement fail on IWM; reason: SSI rejected, requires updated BIC/SWIFT."
BRK2a4df9c9,B003850,Price variance over tolerance for MRK; OMS 23.17 vs custodian 22.74.
BRKbfba8b04,B003437,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKe03f7575,B004347,"Settlement fail on VNQ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK9d3b55cc,B003061,"Trade not affirmed by counterparty; venue BATS, orderId eb766e5e, partial fill discrepancy."
BRKfa648d38,B003729,Corporate action cash dividend missing for BP; record date 2025-07-28.
BRK6ae32b57,B003754,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK84276284,B003575,"Settlement fail on PEP; reason: SSI rejected, requires updated BIC/SWIFT."
BRK82ab0e22,B003360,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK52693407,B003099,"Settlement fail on BRK.B; reason: SSI rejected, requires updated BIC/SWIFT."
BRK4955ac44,B004327,FX mismatch between custodian and OMS for SHEL on 2025-03-19; expected 718 got 546.
BRK5109f49c,B003699,"Settlement fail on ASML; reason: SSI rejected, requires updated BIC/SWIFT."
BRKa5bbf96e,B003927,Instrument mapping issue: ISIN/SEDOL mismatch for JPM; refer static data.
BRK53eba519,B003832,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK121041da,B003126,Duplicate booking suspected for QQQ; two fills with same timestamp.
BRKfb086095,B004099,Duplicate booking suspected for META; two fills with same timestamp.
BRK7183611f,B004348,FX mismatch between custodian and OMS for GOOGL on 2025-08-30; expected 952 got 160.
BRKdbf29326,B004397,"Trade not affirmed by counterparty; venue LSE, orderId 59468dae, partial fill discrepancy."
BRK5c1b79e2,B003948,"Trade not affirmed by counterparty; venue BATS, orderId e2893105, partial fill discrepancy."
BRK789c2d97,B003616,"Trade not affirmed by counterparty; venue NASDAQ, orderId 6d6e2ce0, partial fill discrepancy."
BRK3091bf69,B003815,"Trade not affirmed by counterparty; venue NYSE, orderId ee71b394, partial fill discrepancy."
BRKca9931db,B003406,Instrument mapping issue: ISIN/SEDOL mismatch for BRK.B; refer static data.
BRK75118781,B004452,Instrument mapping issue: ISIN/SEDOL mismatch for V; refer static data.
BRKf9969b39,B004230,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK9c4e226d,B003261,Duplicate booking suspected for GLD; two fills with same timestamp.
BRKef1520f6,B003480,Corporate action cash dividend missing for V; record date 2025-07-27.
BRK1e6eeead,B003464,"Settlement fail on EFA; reason: SSI rejected, requires updated BIC/SWIFT."
BRK13009041,B004245,Price variance over tolerance for HD; OMS 331.67 vs custodian 331.61.
BRKf92f7049,B004415,Duplicate booking suspected for EFA; two fills with same timestamp.
BRK1088578a,B003866,Duplicate booking suspected for CRM; two fills with same timestamp.
BRK7ff5cb5e,B003187,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK2f1e9be6,B003796,"Trade not affirmed by counterparty; venue NASDAQ, orderId 546b9dd7, partial fill discrepancy."
BRK2f5c3f1e,B003409,"Trade not affirmed by counterparty; venue NYSE, orderId 63ff8c9c, partial fill discrepancy."
BRK1e17c712,B003319,Duplicate booking suspected for INTC; two fills with same timestamp.
BRK8c1d62e0,B003455,Corporate action cash dividend missing for LIN; record date 2025-04-19.
BRKe32de1e2,B004364,Instrument mapping issue: ISIN/SEDOL mismatch for LULU; refer static data.
BRKd13a4cdb,B004093,Instrument mapping issue: ISIN/SEDOL mismatch for AMAT; refer static data.
BRK844a0c47,B003906,Corporate action cash dividend missing for BND; record date 2025-07-03.
BRK794f2c15,B004414,Corporate action cash dividend missing for V; record date 2025-08-03.
BRK8d233dd9,B003034,Price variance over tolerance for VOO; OMS 172.04 vs custodian 174.21.
BRK88dc2fa1,B004147,Corporate action cash dividend missing for IWM; record date 2025-04-17.
BRKe5b72247,B003365,Instrument mapping issue: ISIN/SEDOL mismatch for GLD; refer static data.
BRKbad96da5,B004265,Duplicate booking suspected for DIS; two fills with same timestamp.
BRKdc1b76ad,B003496,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK6b2490e8,B003136,"Trade not affirmed by counterparty; venue LSE, orderId b7b625ca, partial fill discrepancy."
BRKdf331df4,B003812,Price variance over tolerance for TLT; OMS 483.41 vs custodian 478.98.
BRKf2f99462,B003012,Duplicate booking suspected for VZ; two fills with same timestamp.
BRKac48a2cf,B003624,Duplicate booking suspected for VNQ; two fills with same timestamp.
BRKe61d78bb,B003450,Corporate action cash dividend missing for VNQ; record date 2025-06-02.
BRKeced0c86,B004041,Instrument mapping issue: ISIN/SEDOL mismatch for LULU; refer static data.
BRK868daf08,B004345,"Trade not affirmed by counterparty; venue LSE, orderId 30a64296, partial fill discrepancy."
BRKdb9ece16,B003975,Duplicate booking suspected for GOOGL; two fills with same timestamp.
BRKe83b18dc,B003356,"Trade not affirmed by counterparty; venue EUREX, orderId a8e15a5d, partial fill discrepancy."
BRKc47e7c26,B004475,"Trade not affirmed by counterparty; venue LSE, orderId 91cf249c, partial fill discrepancy."
BRK6d91b508,B003675,FX mismatch between custodian and OMS for CRM on 2025-07-01; expected 593 got 960.
BRK766cda53,B004180,"Settlement fail on GLD; reason: SSI rejected, requires updated BIC/SWIFT."
BRKcc78f402,B004120,Corporate action cash dividend missing for VZ; record date 2025-06-09.
BRKb19aeed6,B003280,Corporate action cash dividend missing for MSFT; record date 2025-07-06.
BRK87ea44ed,B003145,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK75cef8fb,B003306,"Settlement fail on KO; reason: SSI rejected, requires updated BIC/SWIFT."
BRKc22d7c7e,B004270,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK650e566b,B004071,"Trade not affirmed by counterparty; venue EUREX, orderId 69ae9561, partial fill discrepancy."
BRK486f3bbb,B003990,Corporate action cash dividend missing for XOM; record date 2025-08-19.
BRKbbe7a22f,B004382,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKb214be3a,B004086,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK71587490,B003721,"Settlement fail on JNJ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK12f2d90a,B004430,"Settlement fail on EFA; reason: SSI rejected, requires updated BIC/SWIFT."
BRK91cc5653,B004290,Duplicate booking suspected for VNQ; two fills with same timestamp.
BRKac839c32,B004049,Duplicate booking suspected for TLT; two fills with same timestamp.
BRKd930e197,B003296,"Trade not affirmed by counterparty; venue LSE, orderId 05400f5c, partial fill discrepancy."
BRK913da878,B003048,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKaffa980b,B003579,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK406222e5,B003982,FX mismatch between custodian and OMS for AAPL on 2025-08-27; expected 153 got 435.
BRK537ce6ae,B003950,Price variance over tolerance for INTC; OMS 402.4 vs custodian 407.51.
BRKb2f19788,B004016,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKf0eccd09,B003182,Instrument mapping issue: ISIN/SEDOL mismatch for AVGO; refer static data.
BRK7024cdf1,B004414,Duplicate booking suspected for GOOGL; two fills with same timestamp.
BRKc91568cb,B003500,"Settlement fail on CSCO; reason: SSI rejected, requires updated BIC/SWIFT."
BRK3b2a45d4,B004205,Price variance over tolerance for SLV; OMS 111.81 vs custodian 111.35.
BRK73d39892,B003381,"Trade not affirmed by counterparty; venue BATS, orderId d71a6817, partial fill discrepancy."
BRK17cc8654,B004331,Instrument mapping issue: ISIN/SEDOL mismatch for CSCO; refer static data.
BRK3ad3392b,B003101,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKbb2e8665,B003753,Corporate action cash dividend missing for CSCO; record date 2025-08-11.
BRK72d867e1,B003846,Instrument mapping issue: ISIN/SEDOL mismatch for TLT; refer static data.
BRK9e6f0775,B003643,Duplicate booking suspected for IVV; two fills with same timestamp.
BRKe0e12952,B003576,Instrument mapping issue: ISIN/SEDOL mismatch for AVGO; refer static data.
BRKe25cf59a,B003536,"Settlement fail on AMAT; reason: SSI rejected, requires updated BIC/SWIFT."
